,Cleaned_Text,vader,compound,Vader_Sentiment_Type
4286,imagine what those are doing to the environment so carbon hard to keep up with their madness 🤡🌎,"{'neg': 0.158, 'neu': 0.842, 'pos': 0.0, 'compound': -0.5106}",-0.5106,NEGATIVE
4287,pacific university state over in news today,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,NEUTRAL
4288,[ am ] un torture committee record but key - un watch its final were today but these mention of routine torture against of the,"{'neg': 0.229, 'neu': 0.771, 'pos': 0.0, 'compound': -0.8591}",-0.8591,NEGATIVE
4289,[ am ] queer lit under the the past and the future with hope literature · book queer lit under the the past and the future with hope by,"{'neg': 0.0, 'neu': 0.749, 'pos': 0.251, 'compound': 0.9081}",0.9081,POSITIVE
4290,[ am ] michigan supreme court part of civil law wemu-fm pride michigan s civil law from discrimination based on sexual orientation or gender identity under a landmark,"{'neg': 0.0, 'neu': 0.809, 'pos': 0.191, 'compound': 0.743}",0.743,POSITIVE
4291,pride month is about pride in being disability pride is about pride in disability you cab be both and celebrate both you do not have to stick with 1,"{'neg': 0.0, 'neu': 0.643, 'pos': 0.357, 'compound': 0.9062}",0.9062,POSITIVE
4292,totally agree with as i am sure many do thank god someone is standing up for the forgotten if you are not aboriginal plus whatever or a climate change zealot you are nobody,"{'neg': 0.11, 'neu': 0.667, 'pos': 0.223, 'compound': 0.5984}",0.5984,POSITIVE
4293,they call me ‘ daddy wolf ’ boo ⭐️,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,NEUTRAL
4294,how will it represent the some 100 plus aboriginal will there be a member from each nation who funds it will it have veto over general legislation what stop there being a motion to put plus voice in the constitution actually separation might be for the best,"{'neg': 0.042, 'neu': 0.878, 'pos': 0.08, 'compound': 0.4588}",0.4588,POSITIVE
4295,get rid of or seriously minimize the blue also add to the left,"{'neg': 0.108, 'neu': 0.892, 'pos': 0.0, 'compound': -0.1779}",-0.1779,NEGATIVE
4296,my profile very clearly i am going to have to report you,"{'neg': 0.0, 'neu': 0.813, 'pos': 0.187, 'compound': 0.4576}",0.4576,POSITIVE
4297,love weekend is hull s annual celebration of pride and the plus community with and allies with a massive parade to reinforce the message hope everybody who a wonderful time,"{'neg': 0.0, 'neu': 0.58, 'pos': 0.42, 'compound': 0.9683}",0.9683,POSITIVE
4298,enjoy every moment while you are at today 🏳️‍🌈 🏳️‍⚧️our plus network 2 000 it is one of the network of its kind in the financial industry we work year-round to make our bank a diverse and inclusive place to work,"{'neg': 0.0, 'neu': 0.87, 'pos': 0.13, 'compound': 0.765}",0.765,POSITIVE
4299,check out our pink partner create that unique ceremony for with,"{'neg': 0.0, 'neu': 0.596, 'pos': 0.404, 'compound': 0.8316}",0.8316,POSITIVE
4300,it is a great dance album it me of fun times visiting black during my college days i am sure that almost every club will be this weekend to queen 👑🥂🙏,"{'neg': 0.0, 'neu': 0.741, 'pos': 0.259, 'compound': 0.9117}",0.9117,POSITIVE
4301,there we go again with these people on the wagon just to spread their hate against our community 🙄 there is no enough data for you to support your horrible idea that the prominent of the virus are same sex people for you to single them out 😒,"{'neg': 0.144, 'neu': 0.78, 'pos': 0.076, 'compound': -0.6597}",-0.6597,NEGATIVE
4302,do not listen to holding absence it is a band about depression but do not let that you i to it and now i am an i am suing woodland,"{'neg': 0.174, 'neu': 0.826, 'pos': 0.0, 'compound': -0.7604}",-0.7604,NEGATIVE
4303,🌈 some of our committee will be taking part in march with and later today 💫feel free to join us at st s plateau at 11am if you would like to march with us ✊🏾🏳️‍🌈🏳️‍⚧️,"{'neg': 0.0, 'neu': 0.837, 'pos': 0.163, 'compound': 0.7906}",0.7906,POSITIVE
4304,i am saying it i am sad that i have no one by my side everyone should be,"{'neg': 0.218, 'neu': 0.782, 'pos': 0.0, 'compound': -0.6486}",-0.6486,NEGATIVE
4305,well i am an ally i am just not to be a for the been for well over two now and i am not going to consider it a major problem because some stupid 14 year old a woman a that is just not that serious to me,"{'neg': 0.12, 'neu': 0.765, 'pos': 0.114, 'compound': -0.3328}",-0.3328,NEGATIVE
4306,i can not harass and people with and death without getting oppression,"{'neg': 0.432, 'neu': 0.568, 'pos': 0.0, 'compound': -0.872}",-0.872,NEGATIVE
4307,funny are hotter pride gift tank top printed in the,"{'neg': 0.0, 'neu': 0.545, 'pos': 0.455, 'compound': 0.8402}",0.8402,POSITIVE
4308,last time was in a bar will not mention for n were in to give you money for one night stand why would the world turn crazy of get serious,"{'neg': 0.04, 'neu': 0.96, 'pos': 0.0, 'compound': -0.0772}",-0.0772,NEGATIVE
4309,because if we care about gay people then we should be honest about the risk they face and how it is spread your determination to obfuscate these show your lack of concern for people because you would be happy to have them suffer for some weird political point,"{'neg': 0.154, 'neu': 0.64, 'pos': 0.206, 'compound': 0.6486}",0.6486,POSITIVE
4310,straight woman against i am,"{'neg': 0.225, 'neu': 0.588, 'pos': 0.186, 'compound': -0.1027}",-0.1027,NEGATIVE
4311,well but at least his chain is cute,"{'neg': 0.0, 'neu': 0.558, 'pos': 0.442, 'compound': 0.6757}",0.6757,POSITIVE
4312,believe it or not the are enough we do not need saturation of propaganda,"{'neg': 0.125, 'neu': 0.875, 'pos': 0.0, 'compound': -0.25}",-0.25,NEGATIVE
4313,i am really sick if this our granddaughter told us recently that she is her sexuality she is 10 old for sake it what is taught in it that to be plus whatever is the new normal to be otherwise is abnormal,"{'neg': 0.096, 'neu': 0.904, 'pos': 0.0, 'compound': -0.6115}",-0.6115,NEGATIVE
4314,yea he a whole i think and just generally of people associated with not sure about the stuff but are not exactly the most ideologically rigorous people out there,"{'neg': 0.111, 'neu': 0.808, 'pos': 0.081, 'compound': -0.3068}",-0.3068,NEGATIVE
4315,here is a reminder since common sense is dead please do not harass anyone who is opposed to your and please be respectful to it is pretty dumb to say them is just an opinion and is warranted for some reason just please be respectful,"{'neg': 0.204, 'neu': 0.531, 'pos': 0.266, 'compound': 0.3442}",0.3442,POSITIVE
4316,play by cupcake 😌🌈✨,"{'neg': 0.0, 'neu': 0.451, 'pos': 0.549, 'compound': 0.743}",0.743,POSITIVE
4317,so as expected-you said that that user did not break your how come if they plus people a degeneration i would suggest to hire better polish as this is not surely right please review it again…,"{'neg': 0.0, 'neu': 0.792, 'pos': 0.208, 'compound': 0.8264}",0.8264,POSITIVE
4318,harry potter,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,NEUTRAL
4319,you have turned into an slur- people who routinely call racist fascist,"{'neg': 0.369, 'neu': 0.631, 'pos': 0.0, 'compound': -0.8225}",-0.8225,NEGATIVE
4320,section 28 did not stop and young people being plus you can not stop anyone being who they are what you can do and are for is to ensure they have help no support nobody to talk to and a culture that plus people are,"{'neg': 0.095, 'neu': 0.747, 'pos': 0.158, 'compound': 0.3855}",0.3855,POSITIVE
4321,someone is else ’ s she needs to deal with that herself before speaking this especially when she a large fan base of people… like imagine how many younger are going to feel bad seeing this and feel ashamed of the word now 🫤,"{'neg': 0.125, 'neu': 0.832, 'pos': 0.043, 'compound': -0.6486}",-0.6486,NEGATIVE
4322,vamp is so,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,NEUTRAL
4323,this game truly done more for the community than the,"{'neg': 0.0, 'neu': 0.805, 'pos': 0.195, 'compound': 0.4404}",0.4404,POSITIVE
4324,you put the g in,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,NEUTRAL
4325,just had a very enlightening discussion with my father on an issue within the plus community and it very clear where he and i just feel heartbroken to be honest,"{'neg': 0.114, 'neu': 0.715, 'pos': 0.172, 'compound': 0.2928}",0.2928,POSITIVE
4326,a woman who did not fit in because she did not like men it is no wonder so many of us with the term as our identity but we do not need people in the community piling on extra to make people resent the word plus,"{'neg': 0.151, 'neu': 0.815, 'pos': 0.035, 'compound': -0.4515}",-0.4515,NEGATIVE
4327,when you get on the and say you do not like the word because you think it is gross or whatever and you have an audience of impressionable youth you push that thought onto some of them possibly struggling with or plus,"{'neg': 0.153, 'neu': 0.824, 'pos': 0.023, 'compound': -0.7789}",-0.7789,NEGATIVE
4328,my is filled with plus people me what this this morning - either worried about the or me whether the are about to ban gay marriage have and …,"{'neg': 0.146, 'neu': 0.854, 'pos': 0.0, 'compound': -0.7003}",-0.7003,NEGATIVE
4329,in my opinion i think that kim was wrong sa pag-generalized at m2m about which trigger a lot of whether from plus or not na statement as a result,"{'neg': 0.077, 'neu': 0.923, 'pos': 0.0, 'compound': -0.4767}",-0.4767,NEGATIVE
4330,i may not share the same belief but i share the same support on of the future being in danger with wanting to manipulate hurt our i respect gag more for seeing this do not care about the they care for their gain …,"{'neg': 0.184, 'neu': 0.483, 'pos': 0.334, 'compound': 0.9202}",0.9202,POSITIVE
4331,do not have to play sex fantasy of married in sex less marriages✌️i like men on men but i will not go around married to to start my sex fantasy sex between 2 consenting is not a crime everyone love,"{'neg': 0.027, 'neu': 0.8, 'pos': 0.173, 'compound': 0.8493}",0.8493,POSITIVE
4332,it is he is the absolute worse demi a walking nightmare he is in fact every s plus woman s nightmare,"{'neg': 0.147, 'neu': 0.853, 'pos': 0.0, 'compound': -0.4767}",-0.4767,NEGATIVE
4333,if you censor love ban control education push your religion are ultra-nationalist stop to protest control ’ s control sex marriage hate commit a beer hall to install a you are a,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,NEUTRAL
4334,yes people do but not public if an off-duty police officer a rainbow to show his support for the community then good for him her but leave the on-duty to get on with what they are to do without fear or,"{'neg': 0.075, 'neu': 0.711, 'pos': 0.215, 'compound': 0.8513}",0.8513,POSITIVE
4335,i mean my sometimes enjoy going to chick-fil-a some people understand it is an inevitable evil that is going to take a long time to fight just because you give it a tiny bit of recognition is not going to do anything really negative in the long term,"{'neg': 0.186, 'neu': 0.76, 'pos': 0.054, 'compound': -0.8313}",-0.8313,NEGATIVE
4336,i do not mean this to offend anybody i genuinely do not but as a straight man i get the impression that a certain % of the plus community do not want to be accepted they would almost rather keep pushing until they find an i told you so moment than be an accepted group,"{'neg': 0.049, 'neu': 0.738, 'pos': 0.212, 'compound': 0.8663}",0.8663,POSITIVE
4337,new available check my out on,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,NEUTRAL
4338,i am filled with such joy to see people on and do not worry people as we are here to corrupt the of witchcraft and lgbt‼️‼️,"{'neg': 0.073, 'neu': 0.777, 'pos': 0.151, 'compound': 0.4949}",0.4949,POSITIVE
4339,100 % real 🤷🏻‍♂️,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,NEUTRAL
4340,book the 🎧 scoop on the fourth installment of the series flame and ash by morgan – check it out,"{'neg': 0.0, 'neu': 0.849, 'pos': 0.151, 'compound': 0.4753}",0.4753,POSITIVE
4341,we ruined people over something that mainly affected old obese those with 2 plus time can we just shut down all not worry only 2 to stop the spread,"{'neg': 0.185, 'neu': 0.751, 'pos': 0.064, 'compound': -0.5414}",-0.5414,NEGATIVE
4342,hey i am getting a video out there of rich people and pushing the are line and me i would really appreciate if you could help me out maybe,"{'neg': 0.158, 'neu': 0.627, 'pos': 0.216, 'compound': 0.3597}",0.3597,POSITIVE
4343,s are true she is trying to help if she meant harm to the community she would keep this stuff a secret but do not take s word for it you can go to a gay sex orgy they are common have sex with multiple and see what,"{'neg': 0.042, 'neu': 0.889, 'pos': 0.069, 'compound': 0.128}",0.128,POSITIVE
4344,do not give this governor only worried about 🏳️‍🌈 🤦🏾‍♂️,"{'neg': 0.184, 'neu': 0.816, 'pos': 0.0, 'compound': -0.5423}",-0.5423,NEGATIVE
4345,you know what is an absolute hero for doing this it is illegal to be gay in the majority of commonwealth,"{'neg': 0.15, 'neu': 0.726, 'pos': 0.124, 'compound': -0.186}",-0.186,NEGATIVE
4346,the how to train your dragon franchise was so good i wish the community was real,"{'neg': 0.0, 'neu': 0.691, 'pos': 0.309, 'compound': 0.7721}",0.7721,POSITIVE
4347,but community,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,NEUTRAL
4348,p ’ fa was like what in the is happening,"{'neg': 0.0, 'neu': 0.762, 'pos': 0.238, 'compound': 0.3612}",0.3612,POSITIVE
4349,will literally be like hey remember when we could exist without being in the anime community and then i am like oh yea i understand this feeling when i am thinking of being openly different race for certain they shipping p3dophilia,"{'neg': 0.0, 'neu': 0.784, 'pos': 0.216, 'compound': 0.8616}",0.8616,POSITIVE
4350,herself,"{'neg': 0.544, 'neu': 0.456, 'pos': 0.0, 'compound': -0.555}",-0.555,NEGATIVE
4351,along the same i am also a fan of not whomever is behind the social media account or the chat support try being kind to the support person you would be how well it works,"{'neg': 0.0, 'neu': 0.668, 'pos': 0.332, 'compound': 0.9166}",0.9166,POSITIVE
4352,and then along came gym and the taking away a woman s right to choose voting trying to take away and are trying to make our country,"{'neg': 0.082, 'neu': 0.842, 'pos': 0.076, 'compound': -0.0601}",-0.0601,NEGATIVE
4353,she i think she the i might be safe,"{'neg': 0.0, 'neu': 0.517, 'pos': 0.483, 'compound': 0.8126}",0.8126,POSITIVE
4354,the fact that plus the poor and middle class all have to grovel in that rich straight do not go full fascist me think that the us was not born from common law but from the west company corporate law,"{'neg': 0.041, 'neu': 0.845, 'pos': 0.114, 'compound': 0.3818}",0.3818,POSITIVE
4355,bacon offering his pinch of incense to the god,"{'neg': 0.0, 'neu': 0.826, 'pos': 0.174, 'compound': 0.2732}",0.2732,POSITIVE
4356,do you all remember saying she is supportive of but not going to date a girl to her saying that she is to date a man or a woman like that was so iconic,"{'neg': 0.115, 'neu': 0.705, 'pos': 0.18, 'compound': 0.1901}",0.1901,POSITIVE
4357,i have been absolutely horrible here for for supporting s and the community,"{'neg': 0.183, 'neu': 0.677, 'pos': 0.14, 'compound': -0.2247}",-0.2247,NEGATIVE
